,Course Name,Prereqs
665,PHYS 1B,"['M' 'A' 'T' 'H' ' ' '1' '0' 'B' 'M' 'A' 'T' 'H' ' ' '2' '0' 'B' 'P' 'H'
 'Y' 'S' ' ' '1' 'A' 'P' 'H' 'Y' 'S' ' ' '2' 'A']"
666,PHYS 1BL,"['M' 'A' 'T' 'H' ' ' '1' '0' 'B' 'M' 'A' 'T' 'H' ' ' '2' '0' 'B' 'P' 'H'
 'Y' 'S' ' ' '1' 'A' 'P' 'H' 'Y' 'S' ' ' '2' 'A' 'P' 'H' 'Y' 'S' ' ' '1'
 'A' 'L' 'P' 'H' 'Y' 'S' ' ' '2' 'B' 'L']"
667,PHYS 1C,"['M' 'A' 'T' 'H' ' ' '1' '0' 'B' 'M' 'A' 'T' 'H' ' ' '2' '0' 'B' 'P' 'H'
 'Y' 'S' ' ' '1' 'B' 'P' 'H' 'Y' 'S' ' ' '2' 'B']"
668,PHYS 1CL,"['M' 'A' 'T' 'H' ' ' '1' '0' 'B' 'M' 'A' 'T' 'H' ' ' '2' '0' 'B' 'P' 'H'
 'Y' 'S' ' ' '1' 'B' 'P' 'H' 'Y' 'S' ' ' '2' 'B' 'P' 'H' 'Y' 'S' ' ' '1'
 'B' 'L' 'P' 'H' 'Y' 'S' ' ' '2' 'C' 'L']"
669,PHYS 2A,"['M' 'A' 'T' 'H' ' ' '1' '0' 'A' 'M' 'A' 'T' 'H' ' ' '2' '0' 'A' 'M' 'A'
 'T' 'H' ' ' '2' '0' 'B' 'M' 'A' 'T' 'H' ' ' '2' '0' 'C' 'M' 'A' 'T' 'H'
 ' ' '3' '1' 'B' 'H' 'M' 'A' 'T' 'H' ' ' '1' '0' 'B' 'M' 'A' 'T' 'H' ' '
 '2' '0' 'A' 'M' 'A' 'T' 'H' ' ' '2' '0' 'B' 'M' 'A' 'T' 'H' ' ' '2' '0'
 'C' 'M' 'A' 'T' 'H' ' ' '3' '1' 'B' 'H']"
670,PHYS 2B,"['P' 'H' 'Y' 'S' ' ' '2' 'A' 'P' 'H' 'Y' 'S' ' ' '4' 'A' 'M' 'A' 'T' 'H'
 ' ' '2' '0' 'B' 'M' 'A' 'T' 'H' ' ' '2' '0' 'C' 'M' 'A' 'T' 'H' ' ' '3'
 '1' 'B' 'H']"
671,PHYS 2C,"['P' 'H' 'Y' 'S' ' ' '2' 'A' 'P' 'H' 'Y' 'S' ' ' '4' 'A' 'M' 'A' 'T' 'H'
 ' ' '2' '0' 'C' 'M' 'A' 'T' 'H' ' ' '3' '1' 'B' 'H']"
672,PHYS 2CL,"['P' 'H' 'Y' 'S' ' ' '2' 'A' 'P' 'H' 'Y' 'S' ' ' '4' 'A' 'P' 'H' 'Y' 'S'
 ' ' '2' 'B' 'P' 'H' 'Y' 'S' ' ' '4' 'C']"
673,PHYS 2DL,['P' 'H' 'Y' 'S' ' ' '2' 'B' 'L' 'P' 'H' 'Y' 'S' ' ' '2' 'C' 'L']
674,PHYS 4C,"['P' 'H' 'Y' 'S' ' ' '2' 'A' 'P' 'H' 'Y' 'S' ' ' '4' 'A' 'P' 'H' 'Y' 'S'
 ' ' '2' 'C' 'P' 'H' 'Y' 'S' ' ' '4' 'B' 'M' 'A' 'T' 'H' ' ' '2' '0' 'C'
 'M' 'A' 'T' 'H' ' ' '3' '1' 'B' 'H' 'M' 'A' 'T' 'H' ' ' '1' '8' 'M' 'A'
 'T' 'H' ' ' '2' '0' 'F' 'M' 'A' 'T' 'H' ' ' '3' '1' 'A' 'H']"
678,PHYS 2D,"['P' 'H' 'Y' 'S' ' ' '2' 'A' 'P' 'H' 'Y' 'S' ' ' '4' 'A' 'P' 'H' 'Y' 'S'
 ' ' '2' 'B' 'M' 'A' 'T' 'H' ' ' '2' '0' 'D']"
685,POLI 104F,['P' 'O' 'L' 'I' ' ' '1' '0' '4' 'A' 'P' 'O' 'L' 'I' ' ' '1' '0' '4' 'B']
688,POLI 104J,['P' 'O' 'L' 'I' ' ' '1' '0' '4' 'A' 'P' 'O' 'L' 'I' ' ' '1' '0' '4' 'B']
700,POLI 170,"['E' 'C' 'O' 'N' ' ' '5' 'P' 'O' 'L' 'I' ' ' '5' 'P' 'O' 'L' 'I' ' ' '5'
 'D']"
712,PSYC 133,"['B' 'I' 'L' 'D' ' ' '1' 'P' 'S' 'Y' 'C' ' ' '2' 'P' 'S' 'Y' 'C' ' ' '1'
 '0' '6']"
718,PSYC 156,['H' 'D' 'S' ' ' '1' 'P' 'S' 'Y' 'C' ' ' '1' '0' '1']
733,PSYC 70,"['C' 'O' 'G' 'S' ' ' '1' '4' 'B' 'M' 'A' 'T' 'H' ' ' '1' '1' 'P' 'S' 'Y'
 'C' ' ' '6' '0']"
735,PSYC 194A,"['P' 'S' 'Y' 'C' ' ' '1' '1' '0' 'P' 'S' 'Y' 'C' ' ' '1' '1' '1' 'A' 'P'
 'S' 'Y' 'C' ' ' '1' '1' '1' 'B']"
738,PSYC 71,['C' 'O' 'G' 'S' ' ' '1' '4' 'A' 'P' 'S' 'Y' 'C' ' ' '7' '0']
741,SE 101A,['P' 'H' 'Y' 'S' ' ' '2' 'A' 'M' 'A' 'T' 'H' ' ' '2' '0' 'C']
743,SE 101C,"['M' 'A' 'E' ' ' '1' '3' '0' 'B' 'S' 'E' ' ' '1' '0' '1' 'B' 'M' 'A' 'T'
 'H' ' ' '1' '8']"
745,SE 130A,['M' 'A' 'E' ' ' '1' '3' '1' 'A' 'S' 'E' ' ' '1' '1' '0' 'A']
746,SE 125,"['M' 'A' 'T' 'H' ' ' '2' '0' 'D' 'M' 'A' 'T' 'H' ' ' '1' '8' 'M' 'A' 'T'
 'H' ' ' '3' '1' 'A' 'H']"
748,SE 180,"['A' 'M' 'E' 'S' ' ' '1' '3' '0' 'A' 'S' 'E' ' ' '1' '1' '0' 'A' 'A' 'M'
 'E' 'S' ' ' '1' '3' '2' 'A' 'S' 'E' ' ' '1' '3' '0' 'A']"
749,SE 181,"['A' 'M' 'E' 'S' ' ' '1' '3' '0' 'A' 'M' 'A' 'E' ' ' '1' '3' '1' 'A' 'S'
 'E' ' ' '1' '1' '0' 'A']"
750,SE 142,"['M' 'A' 'E' ' ' '1' '3' '1' 'A' 'S' 'E' ' ' '1' '1' '0' 'A' 'S' 'E' ' '
 '1' '1' '0' 'B']"
752,SIO 101,['C' 'H' 'E' 'M' ' ' '6' 'A']
753,SIO 105,['E' 'R' 'T' 'H' ' ' '5' '0' 'S' 'I' 'O' ' ' '5' '0']
754,SE 131B,"['S' 'E' ' ' '1' '3' '1' 'S' 'E' ' ' '1' '3' '1' 'A' 'M' 'A' 'E' ' ' '1'
 '3' '0' 'C' 'S' 'E' ' ' '1' '0' '1' 'C' 'S' 'E' ' ' '1' '3' '0' 'B']"
755,SIO 103,"['M' 'A' 'T' 'H' ' ' '2' '0' 'A' 'M' 'A' 'T' 'H' ' ' '2' '0' 'B' 'M' 'A'
 'T' 'H' ' ' '2' '0' 'C' 'M' 'A' 'T' 'H' ' ' '2' '1' 'C' 'M' 'A' 'T' 'H'
 ' ' '2' '0' 'D' 'M' 'A' 'T' 'H' ' ' '2' '1' 'D' 'P' 'H' 'Y' 'S' ' ' '2'
 'A' 'P' 'H' 'Y' 'S' ' ' '2' 'B' 'P' 'H' 'Y' 'S' ' ' '2' 'C' 'E' 'R' 'T'
 'H' ' ' '5' '0' 'S' 'I' 'O' ' ' '5' '0']"
757,SIO 106,"['C' 'H' 'E' 'M' ' ' '6' 'C' 'P' 'H' 'Y' 'S' ' ' '2' 'C' 'M' 'A' 'T' 'H'
 ' ' '2' '0' 'C' 'S' 'I' 'O' ' ' '5' '0']"
758,SIO 108,"['E' 'S' 'Y' 'S' ' ' '1' '0' '2' 'S' 'I' 'O' ' ' '1' '2' 'S' 'I' 'O' ' '
 '5' '0']"
759,SIO 136,"['B' 'I' 'L' 'D' ' ' '3' 'S' 'I' 'O' ' ' '1' '3' '2' 'S' 'I' 'O' ' ' '1'
 '3' '4']"
760,SIO 117,['M' 'A' 'T' 'H' ' ' '2' '0' 'D' 'P' 'H' 'Y' 'S' ' ' '2' 'C']
762,SIO 132,['B' 'I' 'L' 'D' ' ' '3']
764,SIO 170,"['C' 'H' 'E' 'M' ' ' '6' 'A' 'C' 'H' 'E' 'M' ' ' '6' 'A' 'H' 'S' 'I' 'O'
 ' ' '1' '0' '0']"
765,SIO 171,"['M' 'A' 'T' 'H' ' ' '2' '0' 'C' 'P' 'H' 'Y' 'S' ' ' '2' 'C' 'P' 'H' 'Y'
 'S' ' ' '4' 'C']"
766,SIO 175,"['M' 'A' 'T' 'H' ' ' '1' '8' 'M' 'A' 'T' 'H' ' ' '2' '0' 'F' 'M' 'A' 'T'
 'H' ' ' '3' '1' 'A' 'H']"
768,SIO 177,"['P' 'H' 'Y' 'S' ' ' '2' 'A' 'M' 'A' 'T' 'H' ' ' '2' '0' 'D' 'M' 'A' 'T'
 'H' ' ' '2' '0' 'E']"
772,SIO 189,"['B' 'I' 'L' 'D' ' ' '1' 'B' 'I' 'L' 'D' ' ' '3' 'C' 'H' 'E' 'M' ' ' '6'
 'C']"
777,SOCI 102,['S' 'O' 'C' 'I' ' ' '6' '0']
778,SOCI 104,['S' 'O' 'C' 'I' ' ' '6' '0' 'S' 'O' 'C' 'L' ' ' '6' '0']
779,SOCI 105,['S' 'O' 'C' 'I' ' ' '6' '0' 'S' 'O' 'C' 'L' ' ' '6' '0']
780,SOCI 109,['S' 'O' 'C' 'I' ' ' '6' '0' 'S' 'O' 'C' 'L' ' ' '6' '0']
808,TDAC 101,['T' 'D' 'A' 'C' ' ' '1' 'T' 'H' 'A' 'C' ' ' '1']
809,TDAC 108,['T' 'D' 'A' 'C' ' ' '1' '0' '2']
810,TDAC 115,['T' 'D' 'A' 'C' ' ' '1' '0' '1' 'T' 'H' 'A' 'C' ' ' '1' '0' '1']
811,TDAC 112,['T' 'D' 'A' 'C' ' ' '1' '0' '2']
814,TDDE 131,['T' 'D' 'D' 'E' ' ' '1']
822,TDAC 102,['T' 'D' 'A' 'C' ' ' '1' '0' '1']
829,TDHD 176,['T' 'D' 'T' 'R' ' ' '1' '0']
834,TDMV 120,['T' 'D' 'M' 'V' ' ' '2']
835,TDMV 146,['T' 'D' 'M' 'V' ' ' '1' '4' '2']
836,TDMV 110,['T' 'D' 'M' 'V' ' ' '1']
837,TDMV 122,['T' 'D' 'M' 'V' ' ' '1' '2' '0']
856,USP 169,['U' 'S' 'P' ' ' '1' '2' '4']
863,USP 185A,"['U' 'S' 'P' ' ' '1' '2' '4' 'U' 'S' 'P' ' ' '1' '5' '1' 'U' 'S' 'P' ' '
 '1' '5' '2' 'U' 'S' 'P' ' ' '1' '5' '3']"
867,USP 186,"['U' 'S' 'P' ' ' '1' '2' '4' 'U' 'S' 'P' ' ' '1' '6' '9' 'U' 'S' 'P' ' '
 '1' '7' '2' 'U' 'S' 'P' ' ' '1' '7' '5' 'U' 'S' 'P' ' ' '1' '7' '7' 'U'
 'S' 'P' ' ' '1' '7' '7' 'A' 'U' 'S' 'P' ' ' '1' '9' '1' 'E' 'T' 'H' 'N'
 ' ' '1' '9' '0' 'S' 'O' 'C' 'I' ' ' '1' '8' '8' 'U' 'S' 'P' ' ' '1' '2'
 '5' 'U' 'S' 'P' ' ' '1' '2' '9' 'U' 'S' 'P' ' ' '1' '6' '0' 'U' 'S' 'P'
 ' ' '1' '8' '8' 'U' 'S' 'P' ' ' '1' '9' '3']"
868,USP 191,['U' 'S' 'P' ' ' '4']
872,VIS 106B,['V' 'I' 'S' ' ' '1' '0' '6' 'A']
873,VIS 105A,['V' 'I' 'S' ' ' '8' '0']
874,VIS 107C,['V' 'I' 'S' ' ' '1' '0' '7' 'B']
876,VIS 106A,['V' 'I' 'S' ' ' '8' '0']
877,VIS 105B,['V' 'I' 'S' ' ' '1' '0' '5' 'A']
879,VIS 106C,['V' 'I' 'S' ' ' '1' '0' '6' 'B']
886,VIS 133A,['V' 'I' 'S' ' ' '3' '0' 'V' 'I' 'S' ' ' '4' '1']
887,VIS 141B,['V' 'I' 'S' ' ' '1' '4' '1' 'A']
888,VIS 143,['V' 'I' 'S' ' ' '1' '4' '2']
889,VIS 147A,"['V' 'I' 'S' ' ' '4' '1' 'V' 'I' 'S' ' ' '7' '0' 'N' 'V' 'I' 'S' ' ' '8'
 '0']"
891,VIS 164,['V' 'I' 'S' ' ' '6' '0']
892,VIS 172,['V' 'I' 'S' ' ' '1' '7' '4']
893,VIS 175,['V' 'I' 'S' ' ' '1' '7' '4']
894,VIS 174,['V' 'I' 'S' ' ' '7' '0' 'N']
895,VIS 179,['V' 'I' 'S' ' ' '1' '7' '4']
896,VIS 154,['V' 'I' 'S' ' ' '8' '4']
897,VIS 161,['V' 'I' 'S' ' ' '1' '3' '5']
898,VIS 177,['V' 'I' 'S' ' ' '1' '7' '4']
899,VIS 180A,"['V' 'I' 'S' ' ' '1' '7' '4' 'V' 'I' 'S' ' ' '1' '6' '4' 'V' 'I' 'S' ' '
 '1' '6' '5' 'V' 'I' 'S' ' ' '1' '7' '1' 'V' 'I' 'S' ' ' '1' '7' '5' 'V'
 'I' 'S' ' ' '1' '7' '6' 'V' 'I' 'S' ' ' '1' '7' '7' 'V' 'I' 'S' ' ' '1'
 '7' '8' 'V' 'I' 'S' ' ' '1' '6' '4' 'V' 'I' 'S' ' ' '1' '6' '5' 'V' 'I'
 'S' ' ' '1' '7' '1' 'V' 'I' 'S' ' ' '1' '7' '5' 'V' 'I' 'S' ' ' '1' '7'
 '6' 'V' 'I' 'S' ' ' '1' '7' '7' 'V' 'I' 'S' ' ' '1' '7' '8']"
901,VIS 180B,"['V' 'I' 'S' ' ' '1' '7' '4' 'V' 'I' 'S' ' ' '1' '6' '4' 'V' 'I' 'S' ' '
 '1' '6' '5' 'V' 'I' 'S' ' ' '1' '7' '1' 'V' 'I' 'S' ' ' '1' '7' '5' 'V'
 'I' 'S' ' ' '1' '7' '6' 'V' 'I' 'S' ' ' '1' '7' '7' 'V' 'I' 'S' ' ' '1'
 '7' '8' 'V' 'I' 'S' ' ' '1' '6' '4' 'V' 'I' 'S' ' ' '1' '6' '5' 'V' 'I'
 'S' ' ' '1' '7' '1' 'V' 'I' 'S' ' ' '1' '7' '5' 'V' 'I' 'S' ' ' '1' '7'
 '6' 'V' 'I' 'S' ' ' '1' '7' '7' 'V' 'I' 'S' ' ' '1' '7' '8']"
905,VIS 184,"['V' 'I' 'S' ' ' '1' '7' '4' 'V' 'I' 'S' ' ' '1' '6' '4' 'V' 'I' 'S' ' '
 '1' '6' '5' 'V' 'I' 'S' ' ' '1' '7' '1' 'V' 'I' 'S' ' ' '1' '7' '5' 'V'
 'I' 'S' ' ' '1' '7' '6' 'V' 'I' 'S' ' ' '1' '7' '7' 'V' 'I' 'S' ' ' '1'
 '7' '8' 'V' 'I' 'S' ' ' '1' '6' '4' 'V' 'I' 'S' ' ' '1' '6' '5' 'V' 'I'
 'S' ' ' '1' '7' '1' 'V' 'I' 'S' ' ' '1' '7' '5' 'V' 'I' 'S' ' ' '1' '7'
 '6' 'V' 'I' 'S' ' ' '1' '7' '7' 'V' 'I' 'S' ' ' '1' '7' '8']"
910,EDS 128A,"['E' 'D' 'S' ' ' '1' '3' '0' 'E' 'D' 'S' ' ' '1' '3' '4' 'T' 'E' 'P' ' '
 '1' '3' '0' 'T' 'E' 'P' ' ' '1' '3' '4']"
913,WCWP 10B,['W' 'C' 'W' 'P' ' ' '1' '0' 'A']
915,EDS 128B,['E' 'D' 'S' ' ' '1' '2' '8' 'A' 'T' 'E' 'P' ' ' '1' '2' '8' 'A']
925,BIEB 102,['B' 'I' 'L' 'D' ' ' '3']
926,BIEB 134,['B' 'I' 'L' 'D' ' ' '3']
927,BIMM 134,['B' 'I' 'L' 'D' ' ' '1']
929,BIPN 150,"['B' 'I' 'B' 'C' ' ' '1' '0' '2' 'C' 'H' 'E' 'M' ' ' '1' '1' '4' 'B' 'B'
 'I' 'C' 'D' ' ' '1' '0' '0']"
931,BIPN 106,"['B' 'I' 'L' 'D' ' ' '2' 'C' 'H' 'E' 'M' ' ' '6' 'A' 'C' 'H' 'E' 'M' ' '
 '7' 'A' 'C' 'H' 'E' 'M' ' ' '6' 'B' 'C' 'H' 'E' 'M' ' ' '7' 'B' 'C' 'H'
 'E' 'M' ' ' '6' 'C']"
933,COMM 100C,['C' 'O' 'M' 'M' ' ' '1' '0']
934,COGS 179,['C' 'O' 'G' 'S' ' ' '1' '7' 'C' 'O' 'G' 'S' ' ' '1' '0' '7' 'A']
935,COMM 100B,['C' 'O' 'M' 'M' ' ' '1' '0']
936,COMM 164,"['C' 'O' 'M' 'M' ' ' '1' '0' 'C' 'O' 'M' 'M' ' ' '1' '0' '0' 'A' 'C' 'O'
 'M' 'M' ' ' '1' '0' '0' 'B' 'C' 'O' 'M' 'M' ' ' '1' '0' '0' 'C']"
937,COMM 132,"['C' 'O' 'M' 'M' ' ' '1' '0' '0' 'A' 'C' 'O' 'M' 'M' ' ' '1' '0' '0' 'B'
 'C' 'O' 'M' 'M' ' ' '1' '0' '0' 'B' 'C' 'O' 'M' 'M' ' ' '1' '0' '0' 'C'
 'C' 'O' 'M' 'M' ' ' '1' '0' '0' 'A' 'C' 'O' 'M' 'M' ' ' '1' '0' '0' 'C'
 'C' 'O' 'M' 'M' ' ' '1' '0']"
938,CSE 135,['C' 'S' 'E' ' ' '1' '0' '0' 'M' 'A' 'T' 'H' ' ' '1' '7' '6']
940,CSE 150A,"['C' 'S' 'E' ' ' '1' '2' 'D' 'S' 'C' ' ' '4' '0' 'B' 'C' 'S' 'E' ' ' '1'
 '5' 'L' 'D' 'S' 'C' ' ' '8' '0' 'C' 'O' 'G' 'S' ' ' '1' '1' '8' 'D' 'C'
 'S' 'E' ' ' '1' '0' '3' 'E' 'C' 'E' ' ' '1' '0' '9' 'E' 'C' 'O' 'N' ' '
 '1' '2' '0' 'A' 'M' 'A' 'T' 'H' ' ' '1' '8' '0' 'A' 'M' 'A' 'T' 'H' ' '
 '1' '8' '3' 'M' 'A' 'T' 'H' ' ' '2' '0' 'A' 'M' 'A' 'T' 'H' ' ' '1' '8'
 'M' 'A' 'T' 'H' ' ' '3' '1' 'A' 'H']"
943,CSS 2,"['C' 'S' 'S' ' ' '1' 'C' 'O' 'G' 'S' ' ' '1' '4' 'B' 'M' 'A' 'T' 'H' ' '
 '1' '1' 'M' 'G' 'T' ' ' '3' 'P' 'O' 'L' 'I' ' ' '3' '0' 'P' 'O' 'L' 'I'
 ' ' '3' '0' 'D' 'P' 'S' 'Y' 'C' ' ' '6' '0']"
945,ECON 144,['E' 'C' 'O' 'N' ' ' '2' 'E' 'C' 'O' 'N' ' ' '1' '0' '0' 'A']
948,ECON 109,"['C' 'S' 'E' ' ' '2' '0' 'E' 'C' 'O' 'N' ' ' '1' '0' '0' 'C' 'M' 'A' 'T'
 'H' ' ' '3' '1' 'C' 'H' 'M' 'A' 'T' 'H' ' ' '1' '0' '9' 'E' 'C' 'O' 'N'
 ' ' '1' '0' '0' 'C' 'M' 'A' 'T' 'H' ' ' '2' '0' 'C' 'M' 'A' 'T' 'H' ' '
 '3' '1' 'C' 'H' 'M' 'A' 'T' 'H' ' ' '1' '0' '9']"
954,HIEU 141,"['C' 'A' 'T' ' ' '1' 'C' 'A' 'T' ' ' '2' 'C' 'A' 'T' ' ' '3' 'D' 'O' 'C'
 ' ' '1' 'D' 'O' 'C' ' ' '2' 'D' 'O' 'C' ' ' '3' 'H' 'I' 'L' 'D' ' ' '2'
 'A' 'H' 'I' 'L' 'D' ' ' '2' 'B' 'H' 'I' 'L' 'D' ' ' '2' 'C' 'H' 'I' 'L'
 'D' ' ' '7' 'A' 'H' 'I' 'L' 'D' ' ' '7' 'B' 'H' 'I' 'L' 'D' ' ' '7' 'C'
 'H' 'I' 'L' 'D' ' ' '1' '0' 'H' 'I' 'L' 'D' ' ' '1' '1' 'H' 'I' 'L' 'D'
 ' ' '1' '2' 'H' 'I' 'L' 'D' ' ' '1' '4' 'H' 'I' 'L' 'D' ' ' '3' '0' 'H'
 'U' 'M' ' ' '1' 'H' 'U' 'M' ' ' '2' 'H' 'U' 'M' ' ' '3' 'H' 'U' 'M' ' '
 '4' 'H' 'U' 'M' ' ' '5' 'M' 'C' 'W' 'P' ' ' '4' '0' 'M' 'C' 'W' 'P' ' '
 '4' '1' 'M' 'C' 'W' 'P' ' ' '5' '0' 'M' 'C' 'W' 'P' ' ' '1' '2' '5' 'M'
 'M' 'W' ' ' '1' '1' 'M' 'M' 'W' ' ' '1' '2' 'M' 'M' 'W' ' ' '1' '3' 'M'
 'M' 'W' ' ' '1' '4' 'M' 'M' 'W' ' ' '1' '5' 'M' 'M' 'W' ' ' '2' '1' 'M'
 'M' 'W' ' ' '2' '2' 'W' 'C' 'W' 'P' ' ' '1' '0' 'A' 'W' 'C' 'W' 'P' ' '
 '1' '0' 'B']"
956,HIEU 111,"['C' 'A' 'T' ' ' '1' 'C' 'A' 'T' ' ' '2' 'C' 'A' 'T' ' ' '3' 'D' 'O' 'C'
 ' ' '1' 'D' 'O' 'C' ' ' '2' 'D' 'O' 'C' ' ' '3' 'H' 'U' 'M' ' ' '1' 'H'
 'U' 'M' ' ' '2' 'H' 'U' 'M' ' ' '3' 'H' 'U' 'M' ' ' '4' 'H' 'U' 'M' ' '
 '5' 'M' 'C' 'W' 'P' ' ' '4' '0' 'M' 'C' 'W' 'P' ' ' '4' '1' 'M' 'C' 'W'
 'P' ' ' '5' '0' 'M' 'C' 'W' 'P' ' ' '1' '2' '5' 'M' 'M' 'W' ' ' '1' '1'
 'M' 'M' 'W' ' ' '1' '2' 'M' 'M' 'W' ' ' '1' '3' 'M' 'M' 'W' ' ' '1' '4'
 'M' 'M' 'W' ' ' '1' '5' 'M' 'M' 'W' ' ' '2' '1' 'M' 'M' 'W' ' ' '2' '2'
 'W' 'C' 'W' 'P' ' ' '1' '0' 'A' 'W' 'C' 'W' 'P' ' ' '1' '0' 'B']"
968,MAE 160,"['M' 'A' 'E' ' ' '2' '0' 'M' 'A' 'E' ' ' '3' '0' 'A' 'M' 'A' 'E' ' ' '1'
 '3' '0' 'A' 'S' 'E' ' ' '1' '0' '1' 'A' 'M' 'A' 'E' ' ' '1' '3' '1' 'A']"
971,MAE 101B,"['C' 'E' 'N' 'G' ' ' '1' '0' '1' 'A' 'M' 'A' 'E' ' ' '1' '0' '1' 'A' 'C'
 'E' 'N' 'G' ' ' '1' '0' '2' 'M' 'A' 'E' ' ' '1' '1' 'M' 'A' 'E' ' ' '1'
 '1' '0' 'A']"
972,MATH 103B,['M' 'A' 'T' 'H' ' ' '1' '0' '0' 'A' 'M' 'A' 'T' 'H' ' ' '1' '0' '3' 'A']
975,MAE 30B,['M' 'A' 'E' ' ' '3' '0' 'A']
976,MATH 142B,['M' 'A' 'T' 'H' ' ' '1' '4' '0' 'A' 'M' 'A' 'T' 'H' ' ' '1' '4' '2' 'A']
977,MGT 136,['M' 'G' 'T' ' ' '1' '3' '2']
978,MMW 15,['M' 'M' 'W' ' ' '1' '2' 'M' 'M' 'W' ' ' '1' '3']
980,MATH 193B,['M' 'A' 'T' 'H' ' ' '1' '9' '3' 'A']
983,MGT 131B,['M' 'G' 'T' ' ' '1' '3' '1' 'A']
993,PHYS 4B,"['P' 'H' 'Y' 'S' ' ' '2' 'A' 'P' 'H' 'Y' 'S' ' ' '4' 'A' 'M' 'A' 'T' 'H'
 ' ' '2' '0' 'B']"
1003,POLI 176,"['E' 'C' 'O' 'N' ' ' '5' 'P' 'O' 'L' 'I' ' ' '5' 'P' 'O' 'L' 'I' ' ' '5'
 'D' 'P' 'O' 'L' 'I' ' ' '3' '0' 'P' 'O' 'L' 'I' ' ' '3' '0' 'D' 'P' 'O'
 'L' 'I' ' ' '1' '7' '0' 'A' 'P' 'O' 'L' 'I' ' ' '1' '7' '1' 'P' 'O' 'L'
 'I' ' ' '1' '7' '2']"
1007,POLI 27,"['C' 'A' 'T' ' ' '2' 'D' 'O' 'C' ' ' '2' 'H' 'U' 'M' ' ' '1' 'M' 'C' 'W'
 'P' ' ' '4' '0' 'M' 'M' 'W' ' ' '2' 'W' 'A' 'R' 'R' ' ' '1' '1' 'A' 'W'
 'C' 'W' 'P' ' ' '1' '0' 'A' 'C' 'A' 'T' ' ' '3' 'D' 'O' 'C' ' ' '3' 'H'
 'U' 'M' ' ' '2' 'M' 'C' 'W' 'P' ' ' '5' '0' 'M' 'M' 'W' ' ' '3' 'W' 'A'
 'R' 'R' ' ' '1' '1' 'B' 'W' 'C' 'W' 'P' ' ' '1' '0' 'B']"
1009,PSYC 136,['P' 'S' 'Y' 'C' ' ' '1' '0' '1' 'P' 'S' 'Y' 'C' ' ' '1' '0' '5']
1015,PSYC 175,"['C' 'O' 'G' 'S' ' ' '1' '4' 'B' 'M' 'A' 'T' 'H' ' ' '1' '1' 'P' 'S' 'Y'
 'C' ' ' '6' '0' 'C' 'O' 'G' 'S' ' ' '1' '4' 'A' 'P' 'S' 'Y' 'C' ' ' '7'
 '0']"
1019,SE 154,"['S' 'E' ' ' '1' '0' '3' 'A' 'M' 'E' 'S' ' ' '1' '3' '2' 'A' 'S' 'E' ' '
 '1' '3' '0' 'A']"
1020,SIO 134,['B' 'I' 'L' 'D' ' ' '3']
1022,SIO 187,['B' 'I' 'L' 'D' ' ' '3']
1023,SE 101B,['M' 'A' 'E' ' ' '1' '3' '0' 'A' 'S' 'E' ' ' '1' '0' '1' 'A']
1024,SE 130B,['S' 'E' ' ' '1' '3' '0' 'A']
1029,TDAC 107,['T' 'D' 'A' 'C' ' ' '1' 'T' 'H' 'A' 'C' ' ' '1']
1036,VIS 194S,['V' 'I' 'S' ' ' '8' '4']
1045,BIPN 162,['M' 'A' 'T' 'H' ' ' '1' '1' 'B' 'I' 'P' 'N' ' ' '1' '0' '0']
1047,BIPN 134,['B' 'I' 'P' 'N' ' ' '1' '0' '0']
1049,BIMM 114,['B' 'I' 'M' 'M' ' ' '1' '0' '0']
1051,CHEM 143B,"['C' 'H' 'E' 'M' ' ' '4' '3' 'A' 'C' 'H' 'E' 'M' ' ' '4' '3' 'A' 'M' 'C'
 'H' 'E' 'M' ' ' '1' '4' '3' 'A' 'C' 'H' 'E' 'M' ' ' '1' '4' '3' 'A' 'M'
 'C' 'H' 'E' 'M' ' ' '4' '0' 'B' 'C' 'H' 'E' 'M' ' ' '1' '4' '0' 'B']"
1054,COGS 101C,['C' 'O' 'G' 'S' ' ' '1' 'C' 'O' 'G' 'S' ' ' '1' '4' 'A']
1056,COGS 176,['C' 'O' 'G' 'S' ' ' '1' '0' '7' 'A']
1057,COGS 115,"['B' 'I' 'L' 'D' ' ' '1' '0' 'B' 'I' 'L' 'D' ' ' '1' '2' 'C' 'O' 'G' 'S'
 ' ' '1' '7' 'C' 'O' 'G' 'S' ' ' '1' '0' '7' 'A' 'C' 'O' 'G' 'S' ' ' '1'
 '0' '7' 'B' 'H' 'D' 'P' ' ' '1' '1' '0']"
1059,COMM 109P,['C' 'O' 'M' 'M' ' ' '1' '0']
1060,CSE 134B,['C' 'S' 'E' ' ' '1' '0' '0']
1061,COMM 143,"['C' 'O' 'M' 'M' ' ' '1' '0' '0' 'A' 'C' 'O' 'M' 'M' ' ' '1' '0' '0' 'B'
 'C' 'O' 'M' 'M' ' ' '1' '0' '0' 'B' 'C' 'O' 'M' 'M' ' ' '1' '0' '0' 'C'
 'C' 'O' 'M' 'M' ' ' '1' '0' '0' 'A' 'C' 'O' 'M' 'M' ' ' '1' '0' '0' 'C'
 'C' 'O' 'M' 'M' ' ' '1' '0']"
1063,COMM 114I,['C' 'O' 'M' 'M' ' ' '1' '0']
