,Course Name,Prereqs
1579,TDAC 110,['T' 'D' 'A' 'C' ' ' '1' '0' '2']
1580,TDAC 111,['T' 'D' 'A' 'C' ' ' '1' '0' '1']
1581,TDDE 111,['T' 'D' 'D' 'E' ' ' '1' 'T' 'H' 'D' 'E' ' ' '1']
1582,TDDR 111,"['T' 'D' 'D' 'R' ' ' '1' '0' '8' 'T' 'D' 'H' 'T' ' ' '1' '0' 'T' 'H' 'D'
 'R' ' ' '1' '0' '8' 'T' 'H' 'H' 'S' ' ' '1' '0']"
1584,TDDE 141,"['M' 'U' 'S' ' ' '1' '7' '3' 'T' 'D' 'D' 'E' ' ' '1' 'T' 'D' 'P' 'R' ' '
 '5' 'T' 'D' 'P' 'R' ' ' '6']"
1586,TDDM 101,['T' 'D' 'D' 'M' ' ' '1']
1587,TDHD 175,['T' 'D' 'T' 'R' ' ' '1' '0']
1588,TDHD 21,['T' 'D' 'T' 'R' ' ' '1' '0']
1592,TDMV 111,['T' 'D' 'M' 'V' ' ' '1' '1' '0']
1593,TDMV 130,['T' 'D' 'M' 'V' ' ' '3']
1594,TDMV 141,"['T' 'D' 'M' 'V' ' ' '1' '3' '6' 'T' 'D' 'M' 'V' ' ' '1' '4' '2' 'T' 'D'
 'M' 'V' ' ' '1' '4' '3' 'T' 'D' 'M' 'V' ' ' '1' '4' '4' 'T' 'H' 'D' 'A'
 ' ' '1' '3' '2']"
1595,TDPW 102,['T' 'D' 'P' 'W' ' ' '1' '0' '1']
1596,TDMV 148,['T' 'D' 'M' 'V' ' ' '1' '3' '8']
1597,TDMV 149,['T' 'D' 'M' 'V' ' ' '1' '4' '8']
1598,USP 141B,['U' 'S' 'P' ' ' '1' '4' '1' 'A']
1601,USP 102,"['E' 'C' 'O' 'N' ' ' '2' 'E' 'C' 'O' 'N' ' ' '1' '0' '0' 'A' 'M' 'A' 'T'
 'H' ' ' '1' '0' 'A' 'M' 'A' 'T' 'H' ' ' '2' '0' 'A']"
1605,USP 159B,['U' 'S' 'P' ' ' '1' '5' '9' 'A']
1611,USP 177B,"['U' 'S' 'P' ' ' '1' '7' '7' 'U' 'S' 'P' ' ' '1' '7' '7' 'A' 'U' 'S' 'P'
 ' ' '1' '7' '9']"
1616,VIS 105C,['V' 'I' 'S' ' ' '1' '0' '5' 'B']
1619,VIS 105E,['V' 'I' 'S' ' ' '1' '0' '5' 'D']
1621,VIS 110N,['V' 'I' 'S' ' ' '1' '1' '0' 'M']
1623,VIS 107B,['V' 'I' 'S' ' ' '1' '0' '7' 'A']
1627,VIS 100A,['V' 'I' 'S' ' ' '1' '0' '0']
1629,VIS 145B,['I' 'C' 'A' 'M' ' ' '1' '0' '2' 'V' 'I' 'S' ' ' '1' '4' '5' 'A']
1630,VIS 141A,"['V' 'I' 'S' ' ' '1' '4' '2' 'C' 'S' 'E' ' ' '8' 'B' 'C' 'S' 'E' ' ' '1'
 '1']"
1631,VIS 147B,['V' 'I' 'S' ' ' '1' '4' '7' 'A']
1634,VIS 171,['V' 'I' 'S' ' ' '1' '7' '4']
1635,VIS 168,['V' 'I' 'S' ' ' '1' '6' '4' 'V' 'I' 'S' ' ' '1' '6' '5']
1636,VIS 190,"['V' 'I' 'S' ' ' '1' '3' '5' 'V' 'I' 'S' ' ' '1' '4' '2' 'V' 'I' 'S' ' '
 '1' '0' '0' 'V' 'I' 'S' ' ' '1' '0' '1' 'V' 'I' 'S' ' ' '1' '4' '5' 'A'
 'V' 'I' 'S' ' ' '1' '6' '1']"
1637,VIS 185,"['V' 'I' 'S' ' ' '1' '7' '4' 'V' 'I' 'S' ' ' '1' '6' '4' 'V' 'I' 'S' ' '
 '1' '6' '5' 'V' 'I' 'S' ' ' '1' '7' '1' 'V' 'I' 'S' ' ' '1' '7' '5' 'V'
 'I' 'S' ' ' '1' '7' '6' 'V' 'I' 'S' ' ' '1' '7' '7' 'V' 'I' 'S' ' ' '1'
 '7' '8' 'V' 'I' 'S' ' ' '1' '6' '4' 'V' 'I' 'S' ' ' '1' '6' '5' 'V' 'I'
 'S' ' ' '1' '7' '1' 'V' 'I' 'S' ' ' '1' '7' '5' 'V' 'I' 'S' ' ' '1' '7'
 '6' 'V' 'I' 'S' ' ' '1' '7' '7' 'V' 'I' 'S' ' ' '1' '7' '8']"
1638,VIS 183B,"['V' 'I' 'S' ' ' '1' '7' '4' 'V' 'I' 'S' ' ' '1' '6' '4' 'V' 'I' 'S' ' '
 '1' '6' '5' 'V' 'I' 'S' ' ' '1' '7' '1' 'V' 'I' 'S' ' ' '1' '7' '5' 'V'
 'I' 'S' ' ' '1' '7' '6' 'V' 'I' 'S' ' ' '1' '7' '7' 'V' 'I' 'S' ' ' '1'
 '7' '8' 'V' 'I' 'S' ' ' '1' '6' '4' 'V' 'I' 'S' ' ' '1' '6' '5' 'V' 'I'
 'S' ' ' '1' '7' '1' 'V' 'I' 'S' ' ' '1' '7' '5' 'V' 'I' 'S' ' ' '1' '7'
 '6' 'V' 'I' 'S' ' ' '1' '7' '7' 'V' 'I' 'S' ' ' '1' '7' '8']"
1639,VIS 160B,['M' 'U' 'S' ' ' '1' '6' '0' 'A' 'V' 'I' 'S' ' ' '1' '6' '0' 'A']
1640,VIS 183A,"['V' 'I' 'S' ' ' '1' '7' '4' 'V' 'I' 'S' ' ' '1' '6' '4' 'V' 'I' 'S' ' '
 '1' '6' '5' 'V' 'I' 'S' ' ' '1' '7' '1' 'V' 'I' 'S' ' ' '1' '7' '5' 'V'
 'I' 'S' ' ' '1' '7' '6' 'V' 'I' 'S' ' ' '1' '7' '7' 'V' 'I' 'S' ' ' '1'
 '7' '8' 'V' 'I' 'S' ' ' '1' '6' '4' 'V' 'I' 'S' ' ' '1' '6' '5' 'V' 'I'
 'S' ' ' '1' '7' '1' 'V' 'I' 'S' ' ' '1' '7' '5' 'V' 'I' 'S' ' ' '1' '7'
 '6' 'V' 'I' 'S' ' ' '1' '7' '7' 'V' 'I' 'S' ' ' '1' '7' '8']"
1643,VIS 129E,['V' 'I' 'S' ' ' '1' '1' '2']
1656,ANBI 134,['B' 'I' 'L' 'D' ' ' '1']
1667,BENG 112A,['B' 'E' 'N' 'G' ' ' '1' '1' '0']
1669,BENG 129B,['B' 'E' 'N' 'G' ' ' '1' '2' '9' 'A']
1670,BENG 120,"['C' 'H' 'E' 'M' ' ' '6' 'A' 'C' 'H' 'E' 'M' ' ' '6' 'A' 'H' 'C' 'H' 'E'
 'M' ' ' '6' 'B' 'C' 'H' 'E' 'M' ' ' '6' 'B' 'H']"
1671,BENG 119B,['B' 'E' 'N' 'G' ' ' '1' '1' '9' 'A']
1672,BENG 123,"['M' 'A' 'T' 'H' ' ' '2' '0' 'D' 'M' 'A' 'T' 'H' ' ' '1' '8' 'M' 'A' 'T'
 'H' ' ' '2' '0' 'F' 'M' 'A' 'T' 'H' ' ' '3' '1' 'A' 'H' 'B' 'E' 'N' 'G'
 ' ' '1' '2' '0' 'C' 'H' 'E' 'M' ' ' '4' '0' 'B' 'C' 'H' 'E' 'M' ' ' '1'
 '4' '0' 'B']"
1673,BENG 130,"['C' 'H' 'E' 'M' ' ' '6' 'B' 'M' 'A' 'T' 'H' ' ' '2' '0' 'A' 'M' 'A' 'T'
 'H' ' ' '2' '0' 'B' 'P' 'H' 'Y' 'S' ' ' '2' 'A' 'P' 'H' 'Y' 'S' ' ' '2'
 'B' 'M' 'A' 'T' 'H' ' ' '2' '0' 'D' 'P' 'H' 'Y' 'S' ' ' '2' 'C']"
1674,BENG 139B,['B' 'E' 'N' 'G' ' ' '1' '3' '9' 'A']
1675,BENG 126B,['B' 'E' 'N' 'G' ' ' '1' '2' '6' 'A']
1676,BENG 149B,['B' 'E' 'N' 'G' ' ' '1' '4' '9' 'A']
1677,BENG 140A,"['C' 'H' 'E' 'M' ' ' '6' 'A' 'C' 'H' 'E' 'M' ' ' '6' 'B' 'P' 'H' 'Y' 'S'
 ' ' '2' 'A' 'P' 'H' 'Y' 'S' ' ' '2' 'B' 'P' 'H' 'Y' 'S' ' ' '2' 'C' 'B'
 'E' 'N' 'G' ' ' '1' '0' '2' 'B' 'I' 'L' 'D' ' ' '1']"
1678,BENG 147B,['B' 'E' 'N' 'G' ' ' '1' '4' '7' 'A']
1679,BENG 181,"['C' 'S' 'E' ' ' '1' '0' '0' 'M' 'A' 'T' 'H' ' ' '1' '7' '6' 'C' 'S' 'E'
 ' ' '1' '0' '1' 'B' 'I' 'M' 'M' ' ' '1' '0' '0' 'C' 'H' 'E' 'M' ' ' '1'
 '1' '4' 'C']"
1680,BENG 152,['B' 'E' 'N' 'G' ' ' '1' '0' '2']
1681,BENG 161B,['B' 'E' 'N' 'G' ' ' '1' '6' '1' 'A']
1682,BENG 179B,['B' 'E' 'N' 'G' ' ' '1' '7' '9' 'A']
1683,BENG 186B,"['E' 'C' 'E' ' ' '3' '5' 'M' 'A' 'E' ' ' '1' '4' '0' 'E' 'C' 'E' ' ' '4'
 '5' 'M' 'A' 'E' ' ' '1' '7' '0']"
1684,BENG 187C,['B' 'E' 'N' 'G' ' ' '1' '8' '7' 'B']
1685,BICD 145,['B' 'I' 'M' 'M' ' ' '1' '0' '0']
1686,BIEB 123,['B' 'I' 'L' 'D' ' ' '1' 'B' 'I' 'L' 'D' ' ' '3']
1687,BIEB 128,['B' 'I' 'L' 'D' ' ' '3']
1688,BIEB 130,['B' 'I' 'L' 'D' ' ' '3']
1692,BIMM 112,['B' 'I' 'M' 'M' ' ' '1' '0' '0']
1694,BIMM 118,"['B' 'I' 'B' 'C' ' ' '1' '0' '0' 'B' 'I' 'B' 'C' ' ' '1' '0' '2' 'C' 'H'
 'E' 'M' ' ' '1' '1' '4' 'A' 'C' 'H' 'E' 'M' ' ' '1' '1' '4' 'B' 'B' 'I'
 'P' 'N' ' ' '1' '0' '0']"
1695,BIPN 154,['B' 'I' 'P' 'N' ' ' '1' '0' '0']
1696,BIMM 172,['B' 'I' 'C' 'D' ' ' '1' '0' '0' 'B' 'I' 'M' 'M' ' ' '1' '0' '0']
1697,BIMM 162,['B' 'I' 'B' 'C' ' ' '1' '0' '0' 'C' 'H' 'E' 'M' ' ' '1' '1' '4' 'A']
1699,BIMM 181,"['C' 'S' 'E' ' ' '1' '0' '0' 'M' 'A' 'T' 'H' ' ' '1' '7' '6' 'C' 'S' 'E'
 ' ' '1' '0' '1' 'B' 'I' 'M' 'M' ' ' '1' '0' '0' 'C' 'H' 'E' 'M' ' ' '1'
 '1' '4' 'C']"
1700,BIPN 108,"['B' 'I' 'P' 'N' ' ' '1' '0' '0' 'B' 'I' 'B' 'C' ' ' '1' '0' '2' 'C' 'H'
 'E' 'M' ' ' '1' '1' '4' 'B']"
1701,BIPN 160,['B' 'I' 'L' 'D' ' ' '1' 'B' 'I' 'L' 'D' ' ' '2']
1702,CAT 2,['C' 'A' 'T' ' ' '1']
1704,CENG 101B,['C' 'E' 'N' 'G' ' ' '1' '0' '1' 'A' 'C' 'E' 'N' 'G' ' ' '1' '0' '3' 'A']
1705,CENG 114,"['M' 'A' 'T' 'H' ' ' '2' '0' 'F' 'C' 'E' 'N' 'G' ' ' '1' '5' 'M' 'A' 'E'
 ' ' '8' 'N' 'A' 'N' 'O' ' ' '1' '5']"
1706,CENG 124A,['C' 'E' 'N' 'G' ' ' '1' '1' '3' 'C' 'E' 'N' 'G' ' ' '1' '2' '2']
1707,CENG 176A,"['C' 'E' 'N' 'G' ' ' '1' '2' '2' 'C' 'E' 'N' 'G' ' ' '1' '1' '3' 'M' 'A'
 'E' ' ' '1' '7' '0']"
1708,CENG 102,"['M' 'A' 'T' 'H' ' ' '2' '0' 'C' 'C' 'E' 'N' 'G' ' ' '1' '0' '0' 'C' 'H'
 'E' 'M' ' ' '6' 'C']"
1709,CENG 157,['C' 'E' 'N' 'G' ' ' '1' '0' '1' 'A' 'C' 'E' 'N' 'G' ' ' '1' '0' '1' 'B']
1711,CHEM 126B,['C' 'H' 'E' 'M' ' ' '1' '2' '6' 'A' 'C' 'H' 'E' 'M' ' ' '1' '2' '7']
1713,CGS 123,"['A' 'N' 'S' 'C' ' ' '1' '8' '0' 'C' 'G' 'S' ' ' '2' 'A' 'C' 'G' 'S' ' '
 '2' 'B' 'C' 'G' 'S' ' ' '1' '0' '0' 'C' 'G' 'S' ' ' '1' '0' '0' 'A' 'C'
 'G' 'S' ' ' '1' '0' '0' 'B' 'C' 'G' 'S' ' ' '1' '0' '1' 'C' 'G' 'S' ' '
 '1' '0' '2' 'C' 'G' 'S' ' ' '1' '0' '3' 'C' 'G' 'S' ' ' '1' '0' '4' 'C'
 'G' 'S' ' ' '1' '0' '5' 'C' 'G' 'S' ' ' '1' '0' '6' 'C' 'G' 'S' ' ' '1'
 '0' '8' 'C' 'G' 'S' ' ' '1' '1' '1' 'C' 'G' 'S' ' ' '1' '1' '2' 'C' 'G'
 'S' ' ' '1' '1' '3' 'C' 'G' 'S' ' ' '1' '1' '4' 'C' 'G' 'S' ' ' '1' '1'
 '5' 'C' 'G' 'S' ' ' '1' '1' '6' 'C' 'G' 'S' ' ' '1' '2' '0' 'C' 'G' 'S'
 ' ' '1' '2' '1' 'C' 'G' 'S' ' ' '1' '2' '2' 'C' 'G' 'S' ' ' '1' '2' '4'
 'C' 'G' 'S' ' ' '1' '3' '7' 'C' 'G' 'S' ' ' '1' '4' '7' 'C' 'G' 'S' ' '
 '1' '5' '0' 'C' 'G' 'S' ' ' '1' '6' '5' 'C' 'G' 'S' ' ' '1' '8' '0' 'C'
 'G' 'S' ' ' '1' '8' '7' 'E' 'T' 'H' 'N' ' ' '1' '2' '7' 'E' 'T' 'H' 'N'
 ' ' '1' '3' '7' 'E' 'T' 'H' 'N' ' ' '1' '4' '7' 'E' 'T' 'H' 'N' ' ' '1'
 '5' '0' 'E' 'T' 'H' 'N' ' ' '1' '6' '5' 'E' 'T' 'H' 'N' ' ' '1' '8' '3'
 'E' 'T' 'H' 'N' ' ' '1' '8' '7' 'L' 'T' 'C' 'S' ' ' '1' '0' '8']"
1714,CHEM 115,['C' 'H' 'E' 'M' ' ' '1' '1' '4' 'A']
1715,CGS 121,"['A' 'N' 'S' 'C' ' ' '1' '8' '0' 'C' 'G' 'S' ' ' '2' 'A' 'C' 'G' 'S' ' '
 '2' 'B' 'C' 'G' 'S' ' ' '1' '0' '0' 'C' 'G' 'S' ' ' '1' '0' '0' 'A' 'C'
 'G' 'S' ' ' '1' '0' '0' 'B' 'C' 'G' 'S' ' ' '1' '0' '1' 'C' 'G' 'S' ' '
 '1' '0' '3' 'C' 'G' 'S' ' ' '1' '0' '4' 'C' 'G' 'S' ' ' '1' '0' '5' 'C'
 'G' 'S' ' ' '1' '0' '6' 'C' 'G' 'S' ' ' '1' '0' '7' 'C' 'G' 'S' ' ' '1'
 '0' '8' 'C' 'G' 'S' ' ' '1' '1' '1' 'C' 'G' 'S' ' ' '1' '1' '2' 'C' 'G'
 'S' ' ' '1' '1' '3' 'C' 'G' 'S' ' ' '1' '1' '4' 'C' 'G' 'S' ' ' '1' '1'
 '5' 'C' 'G' 'S' ' ' '1' '1' '6' 'C' 'G' 'S' ' ' '1' '2' '0' 'C' 'G' 'S'
 ' ' '1' '2' '2' 'C' 'G' 'S' ' ' '1' '2' '3' 'C' 'G' 'S' ' ' '1' '2' '4'
 'C' 'G' 'S' ' ' '1' '3' '7' 'C' 'G' 'S' ' ' '1' '4' '7' 'C' 'G' 'S' ' '
 '1' '5' '0' 'C' 'G' 'S' ' ' '1' '6' '5' 'C' 'G' 'S' ' ' '1' '8' '0' 'C'
 'G' 'S' ' ' '1' '8' '7' 'E' 'T' 'H' 'N' ' ' '1' '2' '7' 'E' 'T' 'H' 'N'
 ' ' '1' '3' '7' 'E' 'T' 'H' 'N' ' ' '1' '4' '7' 'E' 'T' 'H' 'N' ' ' '1'
 '5' '0' 'E' 'T' 'H' 'N' ' ' '1' '6' '5' 'E' 'T' 'H' 'N' ' ' '1' '8' '3'
 'E' 'T' 'H' 'N' ' ' '1' '8' '7' 'L' 'T' 'C' 'S' ' ' '1' '0' '8']"
1717,CHEM 125,['C' 'H' 'E' 'M' ' ' '1' '1' '4' 'A' 'C' 'H' 'E' 'M' ' ' '1' '2' '0' 'A']
1718,CHEM 109,"['C' 'H' 'E' 'M' ' ' '4' '3' 'A' 'C' 'H' 'E' 'M' ' ' '4' '3' 'A' 'M' 'C'
 'H' 'E' 'M' ' ' '1' '4' '3' 'A' 'C' 'H' 'E' 'M' ' ' '1' '4' '3' 'A' 'M'
 'C' 'H' 'E' 'M' ' ' '1' '1' '4' 'A']"
1719,CHEM 134,['C' 'H' 'E' 'M' ' ' '6' 'C' 'P' 'H' 'Y' 'S' ' ' '2' 'C']
1720,CHEM 164,"['B' 'I' 'B' 'C' ' ' '1' '0' '0' 'C' 'H' 'E' 'M' ' ' '1' '1' '4' 'A' 'B'
 'I' 'B' 'C' ' ' '1' '0' '2' 'C' 'H' 'E' 'M' ' ' '1' '1' '4' 'B' 'B' 'I'
 'M' 'M' ' ' '1' '0' '0' 'C' 'H' 'E' 'M' ' ' '1' '1' '4' 'C']"
1721,CHEM 156,"['C' 'H' 'E' 'M' ' ' '4' '0' 'C' 'C' 'H' 'E' 'M' ' ' '4' '0' 'C' 'H' 'C'
 'H' 'E' 'M' ' ' '1' '4' '0' 'C' 'C' 'H' 'E' 'M' ' ' '1' '4' '0' 'C' 'H']"
1722,CHEM 168,"['C' 'H' 'E' 'M' ' ' '4' '0' 'C' 'C' 'H' 'E' 'M' ' ' '4' '0' 'C' 'H' 'C'
 'H' 'E' 'M' ' ' '1' '4' '0' 'C' 'C' 'H' 'E' 'M' ' ' '1' '4' '0' 'C' 'H'
 'C' 'H' 'E' 'M' ' ' '1' '1' '4' 'A']"
1723,CHEM 165,['B' 'I' 'B' 'C' ' ' '1' '0' '0' 'C' 'H' 'E' 'M' ' ' '1' '1' '4' 'A']
1724,CHEM 131,"['C' 'H' 'E' 'M' ' ' '6' 'C' 'C' 'H' 'E' 'M' ' ' '6' 'C' 'H' 'P' 'H' 'Y'
 'S' ' ' '2' 'C' 'P' 'H' 'Y' 'S' ' ' '2' 'D' 'M' 'A' 'T' 'H' ' ' '2' '0'
 'C']"
1725,CHEM 151,"['C' 'H' 'E' 'M' ' ' '4' '0' 'A' 'C' 'H' 'E' 'M' ' ' '4' '0' 'A' 'H' 'C'
 'H' 'E' 'M' ' ' '1' '4' '0' 'A' 'C' 'H' 'E' 'M' ' ' '1' '4' '0' 'A' 'H']"
1726,CHEM 145,"['C' 'H' 'E' 'M' ' ' '4' '0' 'B' 'C' 'H' 'E' 'M' ' ' '4' '0' 'B' 'H' 'C'
 'H' 'E' 'M' ' ' '1' '4' '0' 'B' 'C' 'H' 'E' 'M' ' ' '1' '4' '0' 'B' 'H']"
1727,CHEM 172,['C' 'H' 'E' 'M' ' ' '6' 'C' 'C' 'H' 'E' 'M' ' ' '6' 'C' 'H']
1728,CHEM 187,"['C' 'H' 'E' 'M' ' ' '9' '6' 'E' 'D' 'S' ' ' '3' '1' 'C' 'H' 'E' 'M' ' '
 '6' 'C' 'C' 'H' 'E' 'M' ' ' '6' 'C' 'H']"
1729,CHEM 40BH,"['C' 'H' 'E' 'M' ' ' '4' '0' 'A' 'C' 'H' 'E' 'M' ' ' '4' '0' 'A' 'H' 'C'
 'H' 'E' 'M' ' ' '1' '4' '0' 'A' 'C' 'H' 'E' 'M' ' ' '1' '4' '0' 'A' 'H']"
1730,CHIN 100BM,['C' 'H' 'I' 'N' ' ' '1' '0' '0' 'A' 'M' 'C' 'H' 'I' 'N' ' ' '1' '1' '1']
1731,CHIN 100BN,['C' 'H' 'I' 'N' ' ' '1' '0' '0' 'A' 'N' 'C' 'H' 'I' 'N' ' ' '1' '1' '1']
1732,CHIN 10BD,['C' 'H' 'I' 'N' ' ' '1' '0' 'A' 'D' 'C' 'H' 'I' 'N' ' ' '1' '1']
1733,CHEM 6BH,['C' 'H' 'E' 'M' ' ' '6' 'A' 'H' 'M' 'A' 'T' 'H' ' ' '2' '0' 'A']
1735,CHIN 10BM,['C' 'H' 'I' 'N' ' ' '1' '0' 'A' 'M' 'C' 'H' 'I' 'N' ' ' '1' '1']
1736,CHIN 10BN,['C' 'H' 'I' 'N' ' ' '1' '0' 'A' 'N' 'C' 'H' 'I' 'N' ' ' '1' '1']
1737,CHIN 20BM,['C' 'H' 'I' 'N' ' ' '2' '0' 'A' 'M']
1738,CHIN 20BN,['C' 'H' 'I' 'N' ' ' '2' '0' 'A' 'N']
1740,CHIN 20BD,['C' 'H' 'I' 'N' ' ' '2' '0' 'A' 'D']
1741,COGS 152,"['C' 'O' 'G' 'S' ' ' '1' 'E' 'D' 'S' ' ' '2' '0' 'E' 'D' 'S' ' ' '3' '0'
 'E' 'D' 'S' ' ' '3' '1' 'P' 'H' 'I' 'L' ' ' '1' 'P' 'S' 'Y' 'C' ' ' '1']"
1742,COGS 120,"['C' 'S' 'E' ' ' '8' 'B' 'C' 'S' 'E' ' ' '1' '1' 'D' 'S' 'C' ' ' '3' '0'
 'C' 'O' 'G' 'S' ' ' '1' 'C' 'O' 'G' 'S' ' ' '1' '8' '7' 'A' 'D' 'S' 'G'
 'N' ' ' '1']"
1743,COGS 102B,['C' 'O' 'G' 'S' ' ' '1' '0' '2' 'A']
1746,COGS 169,['C' 'O' 'G' 'S' ' ' '1' 'C' 'O' 'G' 'S' ' ' '1' '0' '7' 'A']
1747,COMM 101T,['C' 'O' 'M' 'M' ' ' '1' '0' '1' 'V' 'I' 'S' ' ' '7' '0' 'N']
1748,COGS 172,['C' 'O' 'G' 'S' ' ' '1' '0' '7' 'A']
1749,COGS 180,"['B' 'I' 'L' 'D' ' ' '1' '2' 'C' 'O' 'G' 'S' ' ' '1' '7' 'C' 'O' 'G' 'S'
 ' ' '1' '0' '8' 'C' 'O' 'G' 'S' ' ' '1' '0' '9' 'C' 'S' 'E' ' ' '1' '5'
 '0' 'A' 'M' 'A' 'T' 'H' ' ' '1' '8' 'M' 'A' 'T' 'H' ' ' '2' '0' 'B' 'M'
 'A' 'T' 'H' ' ' '3' '1' 'A' 'H']"
1750,COMM 106I,['C' 'O' 'M' 'M' ' ' '1' '0']
1751,COMM 101K,['C' 'O' 'M' 'M' ' ' '1' '0' 'C' 'O' 'M' 'M' ' ' '1' '0' '1']
1752,COGS 189,"['C' 'O' 'G' 'S' ' ' '1' '0' '8' 'C' 'O' 'G' 'S' ' ' '1' '0' '9' 'C' 'O'
 'G' 'S' ' ' '1' '1' '8' 'A' 'C' 'O' 'G' 'S' ' ' '1' '1' '8' 'B']"
1753,COGS 187B,['C' 'O' 'G' 'S' ' ' '1' '8' '7' 'A']
1754,COMM 109I,['C' 'O' 'M' 'M' ' ' '1' '0']
1755,COMM 136,"['C' 'O' 'M' 'M' ' ' '1' '0' 'C' 'O' 'M' 'M' ' ' '1' '0' '0' 'A' 'C' 'O'
 'M' 'M' ' ' '1' '0' '0' 'B' 'C' 'O' 'M' 'M' ' ' '1' '0' '0' 'C']"
1756,COMM 138,"['C' 'O' 'M' 'M' ' ' '1' '0' '0' 'A' 'C' 'O' 'M' 'M' ' ' '1' '0' '0' 'B'
 'C' 'O' 'M' 'M' ' ' '1' '0' '0' 'B' 'C' 'O' 'M' 'M' ' ' '1' '0' '0' 'C'
 'C' 'O' 'M' 'M' ' ' '1' '0' '0' 'A' 'C' 'O' 'M' 'M' ' ' '1' '0' '0' 'C'
 'C' 'O' 'M' 'M' ' ' '1' '0']"
1757,COMM 134,"['C' 'O' 'M' 'M' ' ' '1' '0' 'C' 'O' 'M' 'M' ' ' '1' '0' '0' 'A' 'C' 'O'
 'M' 'M' ' ' '1' '0' '0' 'B' 'C' 'O' 'M' 'M' ' ' '1' '0' '0' 'C']"
1758,COMM 114D,['C' 'O' 'M' 'M' ' ' '1' '0']
1759,COMM 124B,['C' 'O' 'M' 'M' ' ' '1' '2' '4' 'A']
1760,COMM 129,"['C' 'O' 'M' 'M' ' ' '1' '0' '0' 'A' 'C' 'O' 'M' 'M' ' ' '1' '0' '0' 'B'
 'C' 'O' 'M' 'M' ' ' '1' '0' '0' 'B' 'C' 'O' 'M' 'M' ' ' '1' '0' '0' 'C'
 'C' 'O' 'M' 'M' ' ' '1' '0' '0' 'A' 'C' 'O' 'M' 'M' ' ' '1' '0' '0' 'C'
 'C' 'O' 'M' 'M' ' ' '1' '0']"
1761,COMM 112G,['C' 'O' 'M' 'M' ' ' '1' '0']
1762,COMM 171,"['C' 'O' 'M' 'M' ' ' '1' '0' '0' 'A' 'C' 'O' 'M' 'M' ' ' '1' '0' '0' 'B'
 'C' 'O' 'M' 'M' ' ' '1' '0' '0' 'B' 'C' 'O' 'M' 'M' ' ' '1' '0' '0' 'C'
 'C' 'O' 'M' 'M' ' ' '1' '0' '0' 'A' 'C' 'O' 'M' 'M' ' ' '1' '0' '0' 'C'
 'C' 'O' 'M' 'M' ' ' '1' '0']"
1763,COMM 182,"['C' 'O' 'M' 'M' ' ' '1' '0' '0' 'A' 'C' 'O' 'M' 'M' ' ' '1' '0' '0' 'B'
 'C' 'O' 'M' 'M' ' ' '1' '0' '0' 'B' 'C' 'O' 'M' 'M' ' ' '1' '0' '0' 'C'
 'C' 'O' 'M' 'M' ' ' '1' '0' '0' 'A' 'C' 'O' 'M' 'M' ' ' '1' '0' '0' 'C'
 'C' 'O' 'M' 'M' ' ' '1' '0']"
1765,CSE 181,"['C' 'S' 'E' ' ' '1' '0' '0' 'M' 'A' 'T' 'H' ' ' '1' '7' '6' 'C' 'S' 'E'
 ' ' '1' '0' '1' 'B' 'I' 'M' 'M' ' ' '1' '0' '0' 'C' 'H' 'E' 'M' ' ' '1'
 '1' '4' 'C']"
1766,CSE 152,"['M' 'A' 'T' 'H' ' ' '1' '8' 'M' 'A' 'T' 'H' ' ' '2' '0' 'F' 'M' 'A' 'T'
 'H' ' ' '3' '1' 'A' 'H' 'C' 'S' 'E' ' ' '1' '0' '0' 'D' 'S' 'C' ' ' '4'
 '0' 'B' 'M' 'A' 'T' 'H' ' ' '1' '7' '6' 'C' 'S' 'E' ' ' '1' '0' '1' 'D'
 'S' 'C' ' ' '8' '0']"
1768,CSE 169,['C' 'S' 'E' ' ' '1' '6' '7']
1770,CSE 170,"['C' 'S' 'E' ' ' '8' 'B' 'C' 'S' 'E' ' ' '1' '1' 'D' 'S' 'C' ' ' '3' '0'
 'C' 'O' 'G' 'S' ' ' '1' 'C' 'O' 'G' 'S' ' ' '1' '8' '7' 'A' 'D' 'S' 'G'
 'N' ' ' '1']"
1771,DSC 155,"['M' 'A' 'T' 'H' ' ' '1' '8' '0' 'A' 'M' 'A' 'T' 'H' ' ' '1' '8' 'M' 'A'
 'T' 'H' ' ' '3' '1' 'A' 'H']"
1772,DSC 90,['D' 'S' 'C' ' ' '1' '0']
1773,ECE 134,['P' 'H' 'Y' 'S' ' ' '2' 'C' 'P' 'H' 'Y' 'S' ' ' '2' 'D']
1774,ECE 115,['E' 'C' 'E' ' ' '1' '6']
1775,ECE 121B,['E' 'C' 'E' ' ' '1' '2' '1' 'A']
1776,ECE 135B,['E' 'C' 'E' ' ' '1' '3' '5' 'A']
1778,ECE 125A,['E' 'C' 'E' ' ' '1' '2' '1' 'A']
1779,ECE 140A,['C' 'S' 'E' ' ' '8' 'B' 'C' 'S' 'E' ' ' '1' '1' 'E' 'C' 'E' ' ' '1' '5']
1780,ECE 141A,['C' 'S' 'E' ' ' '3' '0' 'E' 'C' 'E' ' ' '3' '0']
1781,ECE 159,['E' 'C' 'E' ' ' '1' '5' '3']
